FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 17:00:51,14/01/2026 17:20:50,0:19:59,0:00:10,330,121,219,Save 1
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 17:01:02,0.4076 A DC,0.3383 A DC,0.2022 A DC,14/01/2026 17:00:53,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
42,Sample,0.3372,14/01/2026 17:02:30.4,0.338179545454545
42,Min,0.3308,14/01/2026 17:02:30.6
42,Max,0.3486,14/01/2026 17:02:33.3
43,Sample,0.3617,14/01/2026 17:02:35.2,0.3536
43,Max,0.3617,14/01/2026 17:02:35.2
43,Min,0.3455,14/01/2026 17:02:35.3
44,Sample,0.3321,14/01/2026 17:02:35.4,0.33664
44,Min,0.3307,14/01/2026 17:02:35.7
44,Max,0.3436,14/01/2026 17:02:38.9
45,Sample,0.3329,14/01/2026 17:02:40.5,0.336822666666667
45,Min,0.3284,14/01/2026 17:02:42.7
45,Max,0.3475,14/01/2026 17:02:43.3
46,Sample,0.3564,14/01/2026 17:02:48.4,0.3564
46,Max,0.3564,14/01/2026 17:02:48.4
46,Min,0.3564,14/01/2026 17:02:48.4
47,Sample,0.3333,14/01/2026 17:02:48.5,0.334505263157895
47,Min,0.3307,14/01/2026 17:02:48.9
47,Max,0.3397,14/01/2026 17:02:50.2
48,Sample,0.356,14/01/2026 17:02:50.4,0.339982608695652
48,Max,0.356,14/01/2026 17:02:50.4
48,Min,0.3341,14/01/2026 17:02:51.1
49,Sample,0.3309,14/01/2026 17:02:52.7,0.336328571428571
49,Min,0.3287,14/01/2026 17:02:52.8
49,Max,0.3423,14/01/2026 17:02:53.2
50,Sample,0.3542,14/01/2026 17:02:54.1,0.34135
50,Max,0.3542,14/01/2026 17:02:54.1
50,Min,0.3337,14/01/2026 17:02:54.7
51,Sample,0.3318,14/01/2026 17:02:54.8,0.336757142857143
51,Min,0.3318,14/01/2026 17:02:54.8
51,Max,0.3472,14/01/2026 17:02:56.3
52,Sample,0.3503,14/01/2026 17:02:57.3,0.33688125
52,Max,0.3503,14/01/2026 17:02:57.3
52,Min,0.3316,14/01/2026 17:02:59.0
53,Sample,0.3402,14/01/2026 17:03:00.5,0.339948101265823
53,Min,0.3313,14/01/2026 17:03:03.0
53,Max,0.352,14/01/2026 17:03:08.2
54,Sample,0.3644,14/01/2026 17:03:08.4,0.346814285714286
54,Max,0.3644,14/01/2026 17:03:08.4
54,Min,0.3385,14/01/2026 17:03:09.4
55,Sample,0.336,14/01/2026 17:03:09.5,0.336655555555556
55,Min,0.3352,14/01/2026 17:03:09.9
55,Max,0.3424,14/01/2026 17:03:10.2
56,Sample,0.3381,14/01/2026 17:03:10.5,0.337608823529412
56,Max,0.3522,14/01/2026 17:03:14.3
56,Min,0.3314,14/01/2026 17:03:16.9
57,Sample,0.3576,14/01/2026 17:03:17.3,0.3576
57,Max,0.3576,14/01/2026 17:03:17.3
57,Min,0.3576,14/01/2026 17:03:17.3
58,Sample,0.334,14/01/2026 17:03:17.4,0.339313333333333
58,Min,0.334,14/01/2026 17:03:17.4
58,Max,0.3492,14/01/2026 17:03:17.8
59,Sample,0.3409,14/01/2026 17:03:20.4,0.338641666666667
59,Min,0.3313,14/01/2026 17:03:22.1
59,Max,0.3497,14/01/2026 17:03:24.2
60,Sample,0.3756,14/01/2026 17:03:26.8,0.3756
60,Max,0.3756,14/01/2026 17:03:26.8
60,Min,0.3756,14/01/2026 17:03:26.8
61,Sample,0.3362,14/01/2026 17:03:26.9,0.336186956521739
61,Max,0.3437,14/01/2026 17:03:27.3
61,Min,0.3296,14/01/2026 17:03:27.9
62,Sample,0.3657,14/01/2026 17:03:29.3,0.3657
62,Max,0.3657,14/01/2026 17:03:29.3
62,Min,0.3657,14/01/2026 17:03:29.3
63,Sample,0.336,14/01/2026 17:03:29.4,0.341209090909091
63,Max,0.3552,14/01/2026 17:03:29.6
63,Min,0.3343,14/01/2026 17:03:30.2
64,Sample,0.337,14/01/2026 17:03:30.5,0.337613684210526
64,Max,0.3484,14/01/2026 17:03:38.7
64,Min,0.3295,14/01/2026 17:03:39.1
65,Sample,0.3333,14/01/2026 17:03:40.4,0.336943859649123
65,Max,0.3499,14/01/2026 17:03:43.2
65,Min,0.3317,14/01/2026 17:03:45.8
66,Sample,0.366,14/01/2026 17:03:46.2,0.351966666666667
66,Max,0.366,14/01/2026 17:03:46.2
66,Min,0.3401,14/01/2026 17:03:46.4
67,Sample,0.339,14/01/2026 17:03:46.5,0.3381
67,Max,0.3492,14/01/2026 17:03:48.3
67,Min,0.3293,14/01/2026 17:03:48.6
68,Sample,0.3344,14/01/2026 17:03:50.4,0.337326041666667
68,Max,0.3472,14/01/2026 17:03:56.2
68,Min,0.3311,14/01/2026 17:03:58.1
69,Sample,0.3434,14/01/2026 17:04:00.5,0.340276190476191
69,Max,0.3467,14/01/2026 17:04:01.0
69,Min,0.3329,14/01/2026 17:04:02.2
70,Sample,0.365,14/01/2026 17:04:02.6,0.365
70,Max,0.365,14/01/2026 17:04:02.6
70,Min,0.365,14/01/2026 17:04:02.6
71,Sample,0.3402,14/01/2026 17:04:02.7,0.338037662337662
71,Min,0.3301,14/01/2026 17:04:02.8
71,Max,0.3519,14/01/2026 17:04:04.3
72,Sample,0.3395,14/01/2026 17:04:10.4,0.3373484375
72,Max,0.3456,14/01/2026 17:04:13.8
72,Min,0.3318,14/01/2026 17:04:15.1
73,Sample,0.3578,14/01/2026 17:04:17.3,0.341880952380952
73,Max,0.3613,14/01/2026 17:04:17.8
73,Min,0.3338,14/01/2026 17:04:18.8
74,Sample,0.3333,14/01/2026 17:04:19.4,0.334827272727273
74,Min,0.3324,14/01/2026 17:04:19.9
74,Max,0.3407,14/01/2026 17:04:20.3
75,Sample,0.3317,14/01/2026 17:04:20.5,0.335672727272727
75,Min,0.3289,14/01/2026 17:04:21.1
75,Max,0.3462,14/01/2026 17:04:21.3
76,Sample,0.3533,14/01/2026 17:04:21.6,0.338116326530612
76,Min,0.3297,14/01/2026 17:04:24.0
76,Max,0.3643,14/01/2026 17:04:26.8
77,Sample,0.3676,14/01/2026 17:04:26.9,0.3676
77,Max,0.3676,14/01/2026 17:04:26.9
77,Min,0.3676,14/01/2026 17:04:26.9
78,Sample,0.34,14/01/2026 17:04:27.0,0.336777272727273
78,Max,0.3429,14/01/2026 17:04:27.2
78,Min,0.3328,14/01/2026 17:04:27.5
79,Sample,0.3587,14/01/2026 17:04:29.2,0.3587
79,Max,0.3587,14/01/2026 17:04:29.2
79,Min,0.3587,14/01/2026 17:04:29.2
80,Sample,0.3359,14/01/2026 17:04:29.3,0.336990909090909
80,Min,0.3309,14/01/2026 17:04:29.5
80,Max,0.3464,14/01/2026 17:04:30.2
81,Sample,0.3433,14/01/2026 17:04:30.4,0.337450526315789
81,Max,0.3522,14/01/2026 17:04:32.8
81,Min,0.33,14/01/2026 17:04:34.2
82,Sample,0.341,14/01/2026 17:04:40.4,0.337676666666667
82,Min,0.3311,14/01/2026 17:04:41.9
82,Max,0.3516,14/01/2026 17:04:42.1
83,Sample,0.362,14/01/2026 17:04:49.5,0.362
83,Max,0.362,14/01/2026 17:04:49.5
83,Min,0.362,14/01/2026 17:04:49.5
84,Sample,0.3349,14/01/2026 17:04:50.0,0.33706
84,Max,0.3437,14/01/2026 17:04:50.3
84,Min,0.3333,14/01/2026 17:04:50.4
85,Sample,0.3319,14/01/2026 17:04:50.5,0.33385
85,Min,0.3316,14/01/2026 17:04:50.6
85,Max,0.3385,14/01/2026 17:04:51.2
86,Sample,0.3498,14/01/2026 17:04:51.3,0.338802197802198
86,Max,0.3531,14/01/2026 17:04:56.2
86,Min,0.3304,14/01/2026 17:04:59.5
87,Sample,0.3346,14/01/2026 17:05:00.4,0.337169230769231
87,Min,0.332,14/01/2026 17:05:00.8
87,Max,0.3465,14/01/2026 17:05:01.6
88,Sample,0.3523,14/01/2026 17:05:01.7,0.33946265060241
88,Max,0.3555,14/01/2026 17:05:03.7
88,Min,0.332,14/01/2026 17:05:06.6
89,Sample,0.3453,14/01/2026 17:05:10.5,0.340176470588235
89,Min,0.3316,14/01/2026 17:05:12.7
89,Max,0.3516,14/01/2026 17:05:17.3
90,Sample,0.3748,14/01/2026 17:05:17.7,0.3748
90,Max,0.3748,14/01/2026 17:05:17.7
90,Min,0.3748,14/01/2026 17:05:17.7
91,Sample,0.3477,14/01/2026 17:05:17.8,0.338742307692308
91,Max,0.3582,14/01/2026 17:05:18.1
91,Min,0.3313,14/01/2026 17:05:19.7
92,Sample,0.3442,14/01/2026 17:05:20.4,0.350685714285714
92,Min,0.3438,14/01/2026 17:05:20.5
92,Max,0.3688,14/01/2026 17:05:20.9
93,Sample,0.3355,14/01/2026 17:05:21.1,0.340054901960784
93,Max,0.3544,14/01/2026 17:05:23.6
93,Min,0.3291,14/01/2026 17:05:24.8
94,Sample,0.3665,14/01/2026 17:05:26.3,0.357375
94,Min,0.3365,14/01/2026 17:05:26.4
94,Max,0.3838,14/01/2026 17:05:26.9
95,Sample,0.3468,14/01/2026 17:05:27.1,0.340775862068966
95,Max,0.3513,14/01/2026 17:05:29.2
95,Min,0.3299,14/01/2026 17:05:29.9
96,Sample,0.3347,14/01/2026 17:05:30.4,0.339431578947368
96,Min,0.3322,14/01/2026 17:05:30.5
96,Max,0.3477,14/01/2026 17:05:32.2
97,Sample,0.356,14/01/2026 17:05:32.3,0.340784
97,Max,0.356,14/01/2026 17:05:32.3
97,Min,0.3343,14/01/2026 17:05:34.7
98,Sample,0.3335,14/01/2026 17:05:34.8,0.3378125
98,Min,0.3298,14/01/2026 17:05:34.9
98,Max,0.3445,14/01/2026 17:05:36.9
99,Sample,0.3519,14/01/2026 17:05:37.2,0.342189285714286
99,Min,0.3332,14/01/2026 17:05:37.4
99,Max,0.3527,14/01/2026 17:05:40.3
100,Sample,0.3354,14/01/2026 17:05:40.5,0.338770707070707
100,Max,0.3546,14/01/2026 17:05:43.0
100,Min,0.3291,14/01/2026 17:05:50.1
101,Sample,0.3348,14/01/2026 17:05:50.4,0.339310416666667
101,Max,0.3531,14/01/2026 17:05:52.2
101,Min,0.3311,14/01/2026 17:05:59.6
102,Sample,0.3326,14/01/2026 17:06:00.5,0.338676315789474
102,Min,0.3324,14/01/2026 17:06:00.6
102,Max,0.3474,14/01/2026 17:06:01.0
103,Sample,0.3638,14/01/2026 17:06:04.3,0.34834
103,Max,0.3638,14/01/2026 17:06:04.3
103,Min,0.3427,14/01/2026 17:06:04.7
104,Sample,0.3331,14/01/2026 17:06:04.8,0.3390625
104,Min,0.3321,14/01/2026 17:06:04.9
104,Max,0.3474,14/01/2026 17:06:06.0
105,Sample,0.3512,14/01/2026 17:06:09.2,0.341858333333333
105,Max,0.3516,14/01/2026 17:06:10.2
105,Min,0.334,14/01/2026 17:06:10.3
106,Sample,0.3314,14/01/2026 17:06:10.4,0.336564285714286
106,Min,0.3314,14/01/2026 17:06:10.4
106,Max,0.3455,14/01/2026 17:06:13.1
107,Sample,0.3522,14/01/2026 17:06:13.3,0.343872727272727
107,Max,0.3551,14/01/2026 17:06:13.8
107,Min,0.3346,14/01/2026 17:06:15.0
108,Sample,0.3295,14/01/2026 17:06:15.5,0.3344
108,Min,0.3295,14/01/2026 17:06:15.5
108,Max,0.3468,14/01/2026 17:06:16.3
109,Sample,0.3505,14/01/2026 17:06:17.1,0.340658620689655
109,Max,0.3505,14/01/2026 17:06:17.1
109,Min,0.3324,14/01/2026 17:06:18.1
110,Sample,0.3354,14/01/2026 17:06:20.4,0.339105555555556
110,Min,0.3336,14/01/2026 17:06:21.1
110,Max,0.3493,14/01/2026 17:06:21.6
111,Sample,0.3798,14/01/2026 17:06:22.2,0.3798
111,Max,0.3798,14/01/2026 17:06:22.2
111,Min,0.3798,14/01/2026 17:06:22.2
112,Sample,0.3419,14/01/2026 17:06:22.3,0.34048
112,Min,0.3324,14/01/2026 17:06:22.4
112,Max,0.3516,14/01/2026 17:06:23.2
113,Sample,0.3614,14/01/2026 17:06:23.3,0.347883333333333
113,Max,0.3627,14/01/2026 17:06:23.5
113,Min,0.3342,14/01/2026 17:06:23.7
114,Sample,0.3403,14/01/2026 17:06:23.9,0.338668181818182
114,Min,0.3337,14/01/2026 17:06:25.5
114,Max,0.3483,14/01/2026 17:06:26.0
115,Sample,0.3653,14/01/2026 17:06:26.1,0.3533
115,Min,0.3345,14/01/2026 17:06:26.6
115,Max,0.396,14/01/2026 17:06:26.8
116,Sample,0.3438,14/01/2026 17:06:26.9,0.338147826086957
116,Max,0.3519,14/01/2026 17:06:27.2
116,Min,0.332,14/01/2026 17:06:27.9
117,Sample,0.3682,14/01/2026 17:06:29.3,0.3682
117,Max,0.3682,14/01/2026 17:06:29.3
117,Min,0.3682,14/01/2026 17:06:29.3
118,Sample,0.3427,14/01/2026 17:06:29.4,0.3372625
118,Max,0.343,14/01/2026 17:06:29.5
118,Min,0.3336,14/01/2026 17:06:29.7
119,Sample,0.3456,14/01/2026 17:06:30.6,0.339638775510204
119,Min,0.3284,14/01/2026 17:06:35.7
119,Max,0.3512,14/01/2026 17:06:40.0
120,Sample,0.3433,14/01/2026 17:06:40.4,0.3406875
120,Max,0.3596,14/01/2026 17:06:42.5
120,Min,0.3329,14/01/2026 17:06:50.4
121,Sample,0.3392,14/01/2026 17:06:50.5,0.339244578313253
121,Min,0.3313,14/01/2026 17:06:50.9
121,Max,0.352,14/01/2026 17:06:57.2
122,Sample,0.3539,14/01/2026 17:06:59.2,0.339266666666667
122,Max,0.3539,14/01/2026 17:06:59.2
122,Min,0.3349,14/01/2026 17:07:00.1
123,Sample,0.3465,14/01/2026 17:07:00.5,0.338851578947368
123,Min,0.3317,14/01/2026 17:07:01.1
123,Max,0.3516,14/01/2026 17:07:06.4
124,Sample,0.3445,14/01/2026 17:07:10.4,0.340033
124,Min,0.3319,14/01/2026 17:07:14.5
124,Max,0.3592,14/01/2026 17:07:19.4
125,Sample,0.3444,14/01/2026 17:07:20.9,0.339532692307692
125,Min,0.3324,14/01/2026 17:07:21.8
125,Max,0.3557,14/01/2026 17:07:23.9
126,Sample,0.3667,14/01/2026 17:07:26.1,0.345088888888889
126,Min,0.3339,14/01/2026 17:07:26.3
126,Max,0.367,14/01/2026 17:07:26.9
127,Sample,0.3403,14/01/2026 17:07:27.0,0.340177272727273
127,Max,0.3504,14/01/2026 17:07:27.5
127,Min,0.3338,14/01/2026 17:07:27.8
128,Sample,0.3697,14/01/2026 17:07:29.2,0.3697
128,Max,0.3697,14/01/2026 17:07:29.2
128,Min,0.3697,14/01/2026 17:07:29.2
129,Sample,0.3492,14/01/2026 17:07:29.3,0.345145454545455
129,Max,0.362,14/01/2026 17:07:29.5
129,Min,0.3351,14/01/2026 17:07:30.0
130,Sample,0.3446,14/01/2026 17:07:30.4,0.337487368421053
130,Min,0.3267,14/01/2026 17:07:31.4
130,Max,0.3497,14/01/2026 17:07:34.3
131,Sample,0.3363,14/01/2026 17:07:40.4,0.339512307692308
131,Max,0.3539,14/01/2026 17:07:43.7
131,Min,0.3332,14/01/2026 17:07:44.1
132,Sample,0.3733,14/01/2026 17:07:47.3,0.3733
132,Max,0.3733,14/01/2026 17:07:47.3
132,Min,0.3733,14/01/2026 17:07:47.3
133,Sample,0.3444,14/01/2026 17:07:47.4,0.33731
133,Min,0.3325,14/01/2026 17:07:48.6
133,Max,0.3481,14/01/2026 17:07:50.3
134,Sample,0.337,14/01/2026 17:07:50.5,0.339982222222222
134,Max,0.3504,14/01/2026 17:07:52.0
134,Min,0.3321,14/01/2026 17:07:53.6
135,Sample,0.3638,14/01/2026 17:07:55.0,0.3638
135,Max,0.3638,14/01/2026 17:07:55.0
135,Min,0.3638,14/01/2026 17:07:55.0
136,Sample,0.3451,14/01/2026 17:07:55.1,0.339902325581395
136,Max,0.3483,14/01/2026 17:07:55.3
136,Min,0.3328,14/01/2026 17:07:55.7
137,Sample,0.3787,14/01/2026 17:07:59.8,0.3787
137,Max,0.3787,14/01/2026 17:07:59.8
137,Min,0.3787,14/01/2026 17:07:59.8
138,Sample,0.3466,14/01/2026 17:07:59.9,0.33998
138,Max,0.3466,14/01/2026 17:07:59.9
138,Min,0.3343,14/01/2026 17:08:00.1
139,Sample,0.3371,14/01/2026 17:08:00.4,0.340086842105263
139,Min,0.3304,14/01/2026 17:08:01.8
139,Max,0.3563,14/01/2026 17:08:04.1
140,Sample,0.3608,14/01/2026 17:08:04.2,0.3447
140,Max,0.3608,14/01/2026 17:08:04.2
140,Min,0.3351,14/01/2026 17:08:04.7
141,Sample,0.355,14/01/2026 17:08:05.2,0.339996153846154
141,Min,0.3324,14/01/2026 17:08:06.7
141,Max,0.3676,14/01/2026 17:08:07.3
142,Sample,0.3413,14/01/2026 17:08:10.5,0.338806315789474
142,Min,0.3277,14/01/2026 17:08:12.0
142,Max,0.3574,14/01/2026 17:08:20.2
143,Sample,0.3358,14/01/2026 17:08:20.4,0.341541176470588
143,Min,0.3351,14/01/2026 17:08:20.5
143,Max,0.3543,14/01/2026 17:08:21.3
144,Sample,0.3297,14/01/2026 17:08:22.1,0.339352777777778
144,Min,0.3297,14/01/2026 17:08:22.1
144,Max,0.3488,14/01/2026 17:08:22.5
145,Sample,0.3683,14/01/2026 17:08:26.2,0.354475
145,Min,0.3356,14/01/2026 17:08:26.6
145,Max,0.4051,14/01/2026 17:08:26.9
146,Sample,0.3463,14/01/2026 17:08:27.0,0.338882352941176
146,Min,0.3326,14/01/2026 17:08:28.9
146,Max,0.3552,14/01/2026 17:08:29.6
147,Sample,0.3427,14/01/2026 17:08:30.4,0.350233333333333
147,Min,0.3419,14/01/2026 17:08:30.5
147,Max,0.3661,14/01/2026 17:08:30.6
148,Sample,0.342,14/01/2026 17:08:30.7,0.338633333333333
148,Min,0.332,14/01/2026 17:08:37.3
148,Max,0.3539,14/01/2026 17:08:39.3
149,Sample,0.3403,14/01/2026 17:08:40.5,0.338661052631579
149,Max,0.3563,14/01/2026 17:08:44.5
149,Min,0.3313,14/01/2026 17:08:47.0
150,Sample,0.3355,14/01/2026 17:08:50.4,0.338205
150,Min,0.3328,14/01/2026 17:08:52.8
150,Max,0.3511,14/01/2026 17:08:54.2
151,Sample,0.3359,14/01/2026 17:09:00.5,0.338781052631579
151,Max,0.3516,14/01/2026 17:09:02.6
151,Min,0.3314,14/01/2026 17:09:07.7
152,Sample,0.3333,14/01/2026 17:09:10.4,0.339034375
152,Max,0.3491,14/01/2026 17:09:14.3
152,Min,0.333,14/01/2026 17:09:15.9
153,Sample,0.358,14/01/2026 17:09:17.3,0.341506451612903
153,Max,0.358,14/01/2026 17:09:17.3
153,Min,0.3349,14/01/2026 17:09:17.6
154,Sample,0.3337,14/01/2026 17:09:20.4,0.338656666666667
154,Min,0.3323,14/01/2026 17:09:21.1
154,Max,0.3518,14/01/2026 17:09:26.7
155,Sample,0.3702,14/01/2026 17:09:26.8,0.3702
155,Max,0.3702,14/01/2026 17:09:26.8
155,Min,0.3702,14/01/2026 17:09:26.8
156,Sample,0.3356,14/01/2026 17:09:26.9,0.339060869565217
156,Min,0.333,14/01/2026 17:09:27.1
156,Max,0.3432,14/01/2026 17:09:28.2
157,Sample,0.3592,14/01/2026 17:09:29.3,0.3592
157,Max,0.3592,14/01/2026 17:09:29.3
157,Min,0.3592,14/01/2026 17:09:29.3
158,Sample,0.3392,14/01/2026 17:09:29.4,0.339463636363636
158,Max,0.3533,14/01/2026 17:09:29.6
158,Min,0.3353,14/01/2026 17:09:30.1
159,Sample,0.3373,14/01/2026 17:09:30.5,0.338485263157895
159,Max,0.3531,14/01/2026 17:09:37.5
159,Min,0.3325,14/01/2026 17:09:38.6
160,Sample,0.3428,14/01/2026 17:09:40.4,0.338882
160,Min,0.3304,14/01/2026 17:09:43.1
160,Max,0.3514,14/01/2026 17:09:45.2
161,Sample,0.3461,14/01/2026 17:09:50.5,0.338775
161,Max,0.3461,14/01/2026 17:09:50.5
161,Min,0.3339,14/01/2026 17:09:51.0
162,Sample,0.3706,14/01/2026 17:09:54.9,0.3706
162,Max,0.3706,14/01/2026 17:09:54.9
162,Min,0.3706,14/01/2026 17:09:54.9
163,Sample,0.3448,14/01/2026 17:09:55.0,0.338101851851852
163,Min,0.3327,14/01/2026 17:09:55.4
163,Max,0.3522,14/01/2026 17:09:59.2
164,Sample,0.3356,14/01/2026 17:10:00.4,0.33772
164,Min,0.3312,14/01/2026 17:10:08.6
164,Max,0.3486,14/01/2026 17:10:09.7
165,Sample,0.3364,14/01/2026 17:10:10.4,0.33865652173913
165,Min,0.3312,14/01/2026 17:10:13.4
165,Max,0.3536,14/01/2026 17:10:17.2
166,Sample,0.3563,14/01/2026 17:10:17.7,0.3563
166,Max,0.3563,14/01/2026 17:10:17.7
166,Min,0.3563,14/01/2026 17:10:17.7
167,Sample,0.3326,14/01/2026 17:10:17.8,0.3367
167,Min,0.3309,14/01/2026 17:10:18.7
167,Max,0.3477,14/01/2026 17:10:20.3
168,Sample,0.3409,14/01/2026 17:10:20.5,0.339883333333333
168,Min,0.333,14/01/2026 17:10:20.9
168,Max,0.3567,14/01/2026 17:10:23.2
169,Sample,0.3623,14/01/2026 17:10:23.5,0.3623
169,Max,0.3623,14/01/2026 17:10:23.5
169,Min,0.3623,14/01/2026 17:10:23.5
170,Sample,0.3361,14/01/2026 17:10:23.6,0.339436363636364
170,Min,0.3327,14/01/2026 17:10:24.1
170,Max,0.354,14/01/2026 17:10:26.2
171,Sample,0.4047,14/01/2026 17:10:26.9,0.4047
171,Max,0.4047,14/01/2026 17:10:26.9
171,Min,0.4047,14/01/2026 17:10:26.9
172,Sample,0.3401,14/01/2026 17:10:27.0,0.337823333333333
172,Min,0.3332,14/01/2026 17:10:28.7
172,Max,0.3472,14/01/2026 17:10:30.2
173,Sample,0.3401,14/01/2026 17:10:30.4,0.338207
173,Min,0.3293,14/01/2026 17:10:36.2
173,Max,0.3565,14/01/2026 17:10:37.6
174,Sample,0.3344,14/01/2026 17:10:40.5,0.337732631578947
174,Min,0.3292,14/01/2026 17:10:43.9
174,Max,0.3487,14/01/2026 17:10:45.6
175,Sample,0.3373,14/01/2026 17:10:50.4,0.338229268292683
175,Max,0.3501,14/01/2026 17:10:52.1
175,Min,0.3306,14/01/2026 17:10:54.1
176,Sample,0.36,14/01/2026 17:10:55.0,0.36
176,Max,0.36,14/01/2026 17:10:55.0
176,Min,0.36,14/01/2026 17:10:55.0
177,Sample,0.3364,14/01/2026 17:10:55.1,0.338128301886792
177,Max,0.3464,14/01/2026 17:10:56.3
177,Min,0.3272,14/01/2026 17:10:59.1
178,Sample,0.3358,14/01/2026 17:11:00.4,0.338328409090909
178,Min,0.3324,14/01/2026 17:11:04.9
178,Max,0.3499,14/01/2026 17:11:06.2
179,Sample,0.3728,14/01/2026 17:11:09.7,0.3728
179,Max,0.3728,14/01/2026 17:11:09.7
179,Min,0.3728,14/01/2026 17:11:09.7
180,Sample,0.3426,14/01/2026 17:11:09.8,0.340742857142857
180,Max,0.3458,14/01/2026 17:11:10.3
180,Min,0.334,14/01/2026 17:11:10.4
181,Sample,0.333,14/01/2026 17:11:10.5,0.337365277777778
181,Max,0.3518,14/01/2026 17:11:14.3
181,Min,0.3324,14/01/2026 17:11:16.1
182,Sample,0.3559,14/01/2026 17:11:17.7,0.341465217391304
182,Min,0.3349,14/01/2026 17:11:18.5
182,Max,0.3563,14/01/2026 17:11:18.7
183,Sample,0.3351,14/01/2026 17:11:20.4,0.338296666666667
183,Max,0.3527,14/01/2026 17:11:23.4
183,Min,0.3322,14/01/2026 17:11:24.5
184,Sample,0.3568,14/01/2026 17:11:26.5,0.348528571428571
184,Max,0.3681,14/01/2026 17:11:26.9
184,Min,0.3364,14/01/2026 17:11:27.1
185,Sample,0.3336,14/01/2026 17:11:27.2,0.337248484848485
185,Max,0.3438,14/01/2026 17:11:29.3
185,Min,0.3323,14/01/2026 17:11:29.6
186,Sample,0.3355,14/01/2026 17:11:30.5,0.338438947368421
186,Min,0.3311,14/01/2026 17:11:34.6
186,Max,0.3512,14/01/2026 17:11:39.4
187,Sample,0.3333,14/01/2026 17:11:40.4,0.33924
187,Min,0.3333,14/01/2026 17:11:40.4
187,Max,0.3487,14/01/2026 17:11:41.3
188,Sample,0.3672,14/01/2026 17:11:42.0,0.3672
188,Max,0.3672,14/01/2026 17:11:42.0
188,Min,0.3672,14/01/2026 17:11:42.0
189,Sample,0.337,14/01/2026 17:11:42.1,0.338339240506329
189,Min,0.3327,14/01/2026 17:11:45.1
189,Max,0.3534,14/01/2026 17:11:47.6
190,Sample,0.3337,14/01/2026 17:11:50.4,0.337682291666667
190,Max,0.3518,14/01/2026 17:11:53.2
190,Min,0.3321,14/01/2026 17:11:56.5
191,Sample,0.3372,14/01/2026 17:12:00.5,0.338433333333333
191,Max,0.3444,14/01/2026 17:12:02.4
191,Min,0.3329,14/01/2026 17:12:02.6
192,Sample,0.3606,14/01/2026 17:12:02.9,0.3606
192,Max,0.3606,14/01/2026 17:12:02.9
192,Min,0.3606,14/01/2026 17:12:02.9
193,Sample,0.3405,14/01/2026 17:12:03.0,0.337648571428571
193,Max,0.347,14/01/2026 17:12:08.2
193,Min,0.3324,14/01/2026 17:12:08.5
194,Sample,0.3345,14/01/2026 17:12:10.4,0.339158823529412
194,Max,0.3507,14/01/2026 17:12:13.7
194,Min,0.3327,14/01/2026 17:12:14.5
195,Sample,0.3688,14/01/2026 17:12:15.6,0.3688
195,Max,0.3688,14/01/2026 17:12:15.6
195,Min,0.3688,14/01/2026 17:12:15.6
196,Sample,0.3361,14/01/2026 17:12:15.7,0.33965625
196,Min,0.334,14/01/2026 17:12:15.8
196,Max,0.3468,14/01/2026 17:12:17.2
197,Sample,0.3563,14/01/2026 17:12:17.3,0.338371875
197,Max,0.3563,14/01/2026 17:12:17.3
197,Min,0.333,14/01/2026 17:12:19.1
198,Sample,0.3394,14/01/2026 17:12:20.5,0.339127777777778
198,Min,0.3344,14/01/2026 17:12:21.9
198,Max,0.3526,14/01/2026 17:12:22.1
199,Sample,0.3633,14/01/2026 17:12:22.7,0.348555555555556
199,Min,0.3367,14/01/2026 17:12:23.1
199,Max,0.364,14/01/2026 17:12:23.3
200,Sample,0.3361,14/01/2026 17:12:23.6,0.339042857142857
200,Min,0.3328,14/01/2026 17:12:26.4
200,Max,0.3513,14/01/2026 17:12:26.7
201,Sample,0.3661,14/01/2026 17:12:27.1,0.35805
201,Max,0.3661,14/01/2026 17:12:27.1
201,Min,0.35,14/01/2026 17:12:27.2
202,Sample,0.338,14/01/2026 17:12:27.3,0.339189473684211
202,Min,0.3343,14/01/2026 17:12:27.5
202,Max,0.3513,14/01/2026 17:12:28.2
203,Sample,0.3837,14/01/2026 17:12:29.2,0.35995
203,Max,0.3837,14/01/2026 17:12:29.2
203,Min,0.3417,14/01/2026 17:12:29.4
204,Sample,0.3447,14/01/2026 17:12:29.6,0.340325
204,Max,0.3447,14/01/2026 17:12:29.6
204,Min,0.3344,14/01/2026 17:12:30.0
205,Sample,0.3351,14/01/2026 17:12:30.4,0.337713559322034
205,Min,0.332,14/01/2026 17:12:35.4
205,Max,0.352,14/01/2026 17:12:36.7
206,Sample,0.3533,14/01/2026 17:12:36.8,0.338609090909091
206,Min,0.3318,14/01/2026 17:12:37.1
206,Max,0.355,14/01/2026 17:12:37.8
207,Sample,0.3355,14/01/2026 17:12:37.9,0.335190909090909
207,Min,0.3321,14/01/2026 17:12:38.0
207,Max,0.3454,14/01/2026 17:12:38.7
