FLUKE 289,  V1.41,  0

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
14/01/2026 14:30:01,14/01/2026 14:50:01,0:20:00,0:00:10,381,121,275,Save 4
Max Time,Max,Average,Min,Min Time,Scaling,
14/01/2026 14:30:04,1.6253 A DC,0.1896 A DC,0.1746 A DC,14/01/2026 14:48:15,(none)

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
363,0.6659 A DC,14/01/2026 14:48:45.7,0:00:00.2,14/01/2026 14:48:45.7,0.6659 A DC,0.4340 A DC,14/01/2026 14:48:45.8,0.2020 A DC,Unstable,14/01/2026 14:48:45.9
364,0.1775 A DC,14/01/2026 14:48:45.9,0:00:04.6,14/01/2026 14:48:47.4,0.1834 A DC,0.1790 A DC,14/01/2026 14:48:46.2,0.1765 A DC,Interval,14/01/2026 14:48:50.5
365,0.1766 A DC,14/01/2026 14:48:50.5,0:00:05.2,14/01/2026 14:48:53.8,0.1842 A DC,0.1787 A DC,14/01/2026 14:48:50.6,0.1764 A DC,Stable,14/01/2026 14:48:55.8
366,0.3699 A DC,14/01/2026 14:48:55.8,0:00:00.2,14/01/2026 14:48:55.8,0.3699 A DC,0.3319 A DC,14/01/2026 14:48:55.9,0.2938 A DC,Unstable,14/01/2026 14:48:56.0
367,0.1821 A DC,14/01/2026 14:48:56.0,0:00:04.6,14/01/2026 14:48:59.5,0.1856 A DC,0.1797 A DC,14/01/2026 14:48:58.7,0.1774 A DC,Interval,14/01/2026 14:49:00.6
368,0.1780 A DC,14/01/2026 14:49:00.6,0:00:05.3,14/01/2026 14:49:03.1,0.1893 A DC,0.1790 A DC,14/01/2026 14:49:00.9,0.1769 A DC,Stable,14/01/2026 14:49:05.9
369,0.6736 A DC,14/01/2026 14:49:05.9,0:00:00.2,14/01/2026 14:49:05.9,0.6736 A DC,0.4395 A DC,14/01/2026 14:49:06.0,0.2053 A DC,Unstable,14/01/2026 14:49:06.1
370,0.1783 A DC,14/01/2026 14:49:06.1,0:00:04.4,14/01/2026 14:49:07.8,0.1872 A DC,0.1788 A DC,14/01/2026 14:49:08.4,0.1764 A DC,Interval,14/01/2026 14:49:10.6
371,0.1774 A DC,14/01/2026 14:49:10.6,0:00:10.1,14/01/2026 14:49:16.8,0.1911 A DC,0.1793 A DC,14/01/2026 14:49:11.0,0.1761 A DC,Interval,14/01/2026 14:49:20.6
372,0.1793 A DC,14/01/2026 14:49:20.6,0:00:05.5,14/01/2026 14:49:21.1,0.1967 A DC,0.1800 A DC,14/01/2026 14:49:20.9,0.1769 A DC,Stable,14/01/2026 14:49:26.1
373,0.5209 A DC,14/01/2026 14:49:26.1,0:00:00.1,14/01/2026 14:49:26.1,0.5209 A DC,0.5209 A DC,14/01/2026 14:49:26.1,0.5209 A DC,Unstable,14/01/2026 14:49:26.2
374,0.1913 A DC,14/01/2026 14:49:26.2,0:00:04.5,14/01/2026 14:49:26.3,0.1936 A DC,0.1801 A DC,14/01/2026 14:49:27.0,0.1770 A DC,Interval,14/01/2026 14:49:30.8
375,0.1818 A DC,14/01/2026 14:49:30.8,0:00:00.6,14/01/2026 14:49:31.2,0.5798 A DC,0.2513 A DC,14/01/2026 14:49:31.0,0.1772 A DC,Unstable,14/01/2026 14:49:31.4
376,0.1774 A DC,14/01/2026 14:49:31.4,0:00:09.2,14/01/2026 14:49:39.6,0.1944 A DC,0.1794 A DC,14/01/2026 14:49:31.5,0.1765 A DC,Interval,14/01/2026 14:49:40.5
377,0.1781 A DC,14/01/2026 14:49:40.5,0:00:10.1,14/01/2026 14:49:45.9,0.1882 A DC,0.1795 A DC,14/01/2026 14:49:49.2,0.1770 A DC,Interval,14/01/2026 14:49:50.6
378,0.1778 A DC,14/01/2026 14:49:50.6,0:00:01.0,14/01/2026 14:49:51.4,0.6527 A DC,0.2300 A DC,14/01/2026 14:49:50.6,0.1778 A DC,Unstable,14/01/2026 14:49:51.6
379,0.1789 A DC,14/01/2026 14:49:51.6,0:00:08.9,14/01/2026 14:50:00.0,0.1896 A DC,0.1794 A DC,14/01/2026 14:49:54.6,0.1768 A DC,Interval,14/01/2026 14:50:00.6
380,0.1770 A DC,14/01/2026 14:50:00.6,0:00:00.1,14/01/2026 14:50:00.6,0.1770 A DC,0.1770 A DC,14/01/2026 14:50:00.6,0.1770 A DC,Stable,14/01/2026 14:50:00.7
381,0.1769 A DC,14/01/2026 14:50:00.7,0:00:00.0,, , ,, ,Logging Stopped,14/01/2026 14:50:00.7

,,A DC,,Average A DC
1,Sample,0.2137,14/01/2026 14:30:01.2,0.210475
1,Max,0.2232,14/01/2026 14:30:03.2
1,Min,0.1996,14/01/2026 14:30:03.5
2,Sample,1.2421,14/01/2026 14:30:03.6,1.18621666666667
2,Max,1.6253,14/01/2026 14:30:03.9
2,Min,0.2371,14/01/2026 14:30:04.1
3,Sample,0.2126,14/01/2026 14:30:04.2,0.211591666666667
3,Max,0.2152,14/01/2026 14:30:05.6
3,Min,0.2084,14/01/2026 14:30:07.8
4,Sample,0.6339,14/01/2026 14:30:09.0,0.6339
4,Max,0.6339,14/01/2026 14:30:09.0
4,Min,0.6339,14/01/2026 14:30:09.0
5,Sample,1.1584,14/01/2026 14:30:09.1,1.18226666666667
5,Min,1.1584,14/01/2026 14:30:09.1
5,Max,1.1906,14/01/2026 14:30:10.3
6,Sample,1.192,14/01/2026 14:30:10.6,1.18712727272727
6,Max,1.1971,14/01/2026 14:30:11.2
6,Min,1.1809,14/01/2026 14:30:11.4
7,Sample,0.7708,14/01/2026 14:30:11.7,0.591171428571429
7,Max,0.7708,14/01/2026 14:30:11.7
7,Min,0.3532,14/01/2026 14:30:12.3
8,Sample,0.1895,14/01/2026 14:30:12.4,0.186067532467532
8,Min,0.1815,14/01/2026 14:30:12.6
8,Max,0.1948,14/01/2026 14:30:16.1
9,Sample,0.1858,14/01/2026 14:30:20.6,0.186956842105263
9,Max,0.1983,14/01/2026 14:30:21.4
9,Min,0.1835,14/01/2026 14:30:27.4
10,Sample,0.1859,14/01/2026 14:30:30.5,0.187216666666667
10,Min,0.1809,14/01/2026 14:30:31.4
10,Max,0.1959,14/01/2026 14:30:33.7
11,Sample,0.1883,14/01/2026 14:30:40.6,0.187605714285714
11,Min,0.185,14/01/2026 14:30:45.5
11,Max,0.1949,14/01/2026 14:30:46.3
12,Sample,0.6652,14/01/2026 14:30:47.6,0.43635
12,Max,0.6652,14/01/2026 14:30:47.6
12,Min,0.2075,14/01/2026 14:30:47.7
13,Sample,0.1886,14/01/2026 14:30:47.8,0.187185185185185
13,Max,0.1947,14/01/2026 14:30:49.2
13,Min,0.1842,14/01/2026 14:30:49.8
14,Sample,0.1881,14/01/2026 14:30:50.6,0.188091044776119
14,Min,0.1854,14/01/2026 14:30:52.7
14,Max,0.1934,14/01/2026 14:30:53.8
15,Sample,0.2176,14/01/2026 14:30:57.7,0.3379
15,Min,0.2176,14/01/2026 14:30:57.7
15,Max,0.4582,14/01/2026 14:30:57.8
16,Sample,0.1968,14/01/2026 14:30:57.9,0.188011538461538
16,Max,0.1995,14/01/2026 14:30:58.5
16,Min,0.1836,14/01/2026 14:30:59.7
17,Sample,0.184,14/01/2026 14:31:00.5,0.187625925925926
17,Min,0.184,14/01/2026 14:31:00.5
17,Max,0.1995,14/01/2026 14:31:03.1
18,Sample,0.2046,14/01/2026 14:31:03.2,0.188264285714286
18,Max,0.2046,14/01/2026 14:31:03.2
18,Min,0.1832,14/01/2026 14:31:05.5
19,Sample,0.6432,14/01/2026 14:31:07.9,0.45945
19,Max,0.6432,14/01/2026 14:31:07.9
19,Min,0.2757,14/01/2026 14:31:08.0
20,Sample,0.1895,14/01/2026 14:31:08.1,0.18832
20,Min,0.1839,14/01/2026 14:31:09.9
20,Max,0.2001,14/01/2026 14:31:10.4
21,Sample,0.1874,14/01/2026 14:31:10.6,0.187741666666667
21,Min,0.1865,14/01/2026 14:31:11.6
21,Max,0.1908,14/01/2026 14:31:12.8
22,Sample,0.2123,14/01/2026 14:31:13.0,0.2123
22,Max,0.2123,14/01/2026 14:31:13.0
22,Min,0.2123,14/01/2026 14:31:13.0
23,Sample,0.1877,14/01/2026 14:31:13.1,0.187654285714286
23,Max,0.1926,14/01/2026 14:31:14.3
23,Min,0.1845,14/01/2026 14:31:19.7
24,Sample,0.189,14/01/2026 14:31:20.5,0.18894
24,Max,0.1963,14/01/2026 14:31:20.7
24,Min,0.1868,14/01/2026 14:31:22.8
25,Sample,0.7307,14/01/2026 14:31:23.1,0.4743
25,Max,0.7307,14/01/2026 14:31:23.1
25,Min,0.2179,14/01/2026 14:31:23.2
26,Sample,0.1872,14/01/2026 14:31:23.3,0.187657971014493
26,Min,0.1817,14/01/2026 14:31:24.3
26,Max,0.1981,14/01/2026 14:31:27.1
27,Sample,0.1871,14/01/2026 14:31:30.6,0.188907692307692
27,Min,0.1841,14/01/2026 14:31:33.0
27,Max,0.2041,14/01/2026 14:31:33.1
28,Sample,0.6697,14/01/2026 14:31:33.2,0.43885
28,Max,0.6697,14/01/2026 14:31:33.2
28,Min,0.208,14/01/2026 14:31:33.3
29,Sample,0.1887,14/01/2026 14:31:33.4,0.187581690140845
29,Min,0.1826,14/01/2026 14:31:34.2
29,Max,0.1929,14/01/2026 14:31:39.7
30,Sample,0.1874,14/01/2026 14:31:40.6,0.188286956521739
30,Max,0.1907,14/01/2026 14:31:40.7
30,Min,0.1872,14/01/2026 14:31:41.1
31,Sample,0.2867,14/01/2026 14:31:43.3,0.33435
31,Min,0.2867,14/01/2026 14:31:43.3
31,Max,0.382,14/01/2026 14:31:43.4
32,Sample,0.194,14/01/2026 14:31:43.5,0.187342857142857
32,Max,0.194,14/01/2026 14:31:43.5
32,Min,0.183,14/01/2026 14:31:48.8
33,Sample,0.1915,14/01/2026 14:31:50.5,0.187841379310345
33,Max,0.1915,14/01/2026 14:31:50.5
33,Min,0.1864,14/01/2026 14:31:52.2
34,Sample,0.7194,14/01/2026 14:31:53.4,0.49145
34,Max,0.7194,14/01/2026 14:31:53.4
34,Min,0.2635,14/01/2026 14:31:53.5
35,Sample,0.1887,14/01/2026 14:31:53.6,0.187164615384615
35,Min,0.1838,14/01/2026 14:31:54.4
35,Max,0.1965,14/01/2026 14:31:58.6
36,Sample,0.1851,14/01/2026 14:32:00.6,0.187564473684211
36,Max,0.1973,14/01/2026 14:32:03.2
36,Min,0.1827,14/01/2026 14:32:04.7
37,Sample,0.6644,14/01/2026 14:32:08.6,0.43745
37,Max,0.6644,14/01/2026 14:32:08.6
37,Min,0.2105,14/01/2026 14:32:08.7
38,Sample,0.1899,14/01/2026 14:32:08.8,0.1874
38,Max,0.1899,14/01/2026 14:32:08.8
38,Min,0.1864,14/01/2026 14:32:10.0
39,Sample,0.1869,14/01/2026 14:32:10.5,0.18757
39,Min,0.1831,14/01/2026 14:32:11.5
39,Max,0.1892,14/01/2026 14:32:13.4
40,Sample,0.2066,14/01/2026 14:32:13.6,0.2066
40,Max,0.2066,14/01/2026 14:32:13.6
40,Min,0.2066,14/01/2026 14:32:13.6
41,Sample,0.1884,14/01/2026 14:32:13.7,0.187526
41,Min,0.1838,14/01/2026 14:32:16.0
41,Max,0.1958,14/01/2026 14:32:18.5
42,Sample,0.2365,14/01/2026 14:32:18.7,0.4081
42,Min,0.2365,14/01/2026 14:32:18.7
42,Max,0.5797,14/01/2026 14:32:18.8
43,Sample,0.2013,14/01/2026 14:32:18.9,0.188969230769231
43,Max,0.2013,14/01/2026 14:32:18.9
43,Min,0.1831,14/01/2026 14:32:20.2
44,Sample,0.1875,14/01/2026 14:32:20.6,0.188096341463415
44,Min,0.1822,14/01/2026 14:32:21.4
44,Max,0.2023,14/01/2026 14:32:24.4
45,Sample,0.5536,14/01/2026 14:32:28.9,0.4247
45,Max,0.5536,14/01/2026 14:32:28.9
45,Min,0.2958,14/01/2026 14:32:29.0
46,Sample,0.1898,14/01/2026 14:32:29.1,0.18738
46,Max,0.1903,14/01/2026 14:32:30.0
46,Min,0.1847,14/01/2026 14:32:30.2
47,Sample,0.1856,14/01/2026 14:32:30.6,0.186713333333333
47,Min,0.1846,14/01/2026 14:32:31.2
47,Max,0.1893,14/01/2026 14:32:33.7
48,Sample,0.2052,14/01/2026 14:32:34.0,0.188374
48,Max,0.2052,14/01/2026 14:32:34.0
48,Min,0.1852,14/01/2026 14:32:34.5
49,Sample,0.7049,14/01/2026 14:32:39.0,0.45795
49,Max,0.7049,14/01/2026 14:32:39.0
49,Min,0.211,14/01/2026 14:32:39.1
50,Sample,0.1869,14/01/2026 14:32:39.2,0.187146153846154
50,Max,0.1949,14/01/2026 14:32:39.8
50,Min,0.1816,14/01/2026 14:32:40.1
51,Sample,0.1875,14/01/2026 14:32:40.5,0.185629166666667
51,Min,0.1818,14/01/2026 14:32:44.1
51,Max,0.1901,14/01/2026 14:32:49.9
52,Sample,0.1868,14/01/2026 14:32:50.6,0.187808571428571
52,Max,0.1925,14/01/2026 14:32:51.1
52,Min,0.1845,14/01/2026 14:32:52.4
53,Sample,0.2073,14/01/2026 14:32:54.1,0.3227
53,Min,0.2073,14/01/2026 14:32:54.1
53,Max,0.4381,14/01/2026 14:32:54.2
54,Sample,0.196,14/01/2026 14:32:54.3,0.187494827586207
54,Max,0.196,14/01/2026 14:32:54.3
54,Min,0.182,14/01/2026 14:32:59.2
55,Sample,0.1939,14/01/2026 14:33:00.6,0.188059459459459
55,Max,0.1939,14/01/2026 14:33:00.6
55,Min,0.1867,14/01/2026 14:33:02.1
56,Sample,0.6192,14/01/2026 14:33:04.3,0.5239
56,Max,0.6192,14/01/2026 14:33:04.3
56,Min,0.4286,14/01/2026 14:33:04.4
57,Sample,0.1953,14/01/2026 14:33:04.5,0.188351785714286
57,Max,0.1983,14/01/2026 14:33:05.5
57,Min,0.1864,14/01/2026 14:33:07.8
58,Sample,0.1875,14/01/2026 14:33:10.5,0.186833333333333
58,Max,0.1897,14/01/2026 14:33:10.8
58,Min,0.1835,14/01/2026 14:33:11.9
59,Sample,0.6625,14/01/2026 14:33:14.4,0.4623
59,Max,0.6625,14/01/2026 14:33:14.4
59,Min,0.2621,14/01/2026 14:33:14.5
60,Sample,0.1885,14/01/2026 14:33:14.6,0.187705084745763
60,Min,0.1834,14/01/2026 14:33:17.6
60,Max,0.1955,14/01/2026 14:33:18.5
61,Sample,0.1872,14/01/2026 14:33:20.6,0.189161111111111
61,Min,0.1848,14/01/2026 14:33:21.9
61,Max,0.2061,14/01/2026 14:33:24.4
62,Sample,0.7144,14/01/2026 14:33:24.6,0.4633
62,Max,0.7144,14/01/2026 14:33:24.6
62,Min,0.2122,14/01/2026 14:33:24.7
63,Sample,0.1868,14/01/2026 14:33:24.8,0.188084210526316
63,Min,0.1842,14/01/2026 14:33:26.4
63,Max,0.2018,14/01/2026 14:33:29.9
64,Sample,0.1876,14/01/2026 14:33:30.5,0.18793125
64,Min,0.1825,14/01/2026 14:33:30.8
64,Max,0.1964,14/01/2026 14:33:30.9
65,Sample,0.1882,14/01/2026 14:33:40.6,0.186864285714286
65,Min,0.1826,14/01/2026 14:33:42.2
65,Max,0.1901,14/01/2026 14:33:43.3
66,Sample,0.6249,14/01/2026 14:33:44.8,0.4163
66,Max,0.6249,14/01/2026 14:33:44.8
66,Min,0.2077,14/01/2026 14:33:44.9
67,Sample,0.1882,14/01/2026 14:33:45.0,0.187417647058824
67,Min,0.1831,14/01/2026 14:33:45.2
67,Max,0.1909,14/01/2026 14:33:46.3
68,Sample,0.1876,14/01/2026 14:33:50.6,0.188090526315789
68,Min,0.1841,14/01/2026 14:33:51.0
68,Max,0.1981,14/01/2026 14:33:54.7
69,Sample,0.1868,14/01/2026 14:34:00.5,0.185223157894737
69,Max,0.2036,14/01/2026 14:34:03.1
69,Min,0.1817,14/01/2026 14:34:04.1
70,Sample,0.8104,14/01/2026 14:34:10.1,0.51895
70,Max,0.8104,14/01/2026 14:34:10.1
70,Min,0.2275,14/01/2026 14:34:10.2
71,Sample,0.1848,14/01/2026 14:34:10.3,0.183366666666667
71,Max,0.1848,14/01/2026 14:34:10.3
71,Min,0.1825,14/01/2026 14:34:10.5
72,Sample,0.1822,14/01/2026 14:34:10.6,0.185356097560976
72,Min,0.1807,14/01/2026 14:34:11.3
72,Max,0.1899,14/01/2026 14:34:14.8
73,Sample,0.2083,14/01/2026 14:34:15.1,0.2083
73,Max,0.2083,14/01/2026 14:34:15.1
73,Min,0.2083,14/01/2026 14:34:15.1
74,Sample,0.1881,14/01/2026 14:34:15.2,0.185267346938776
74,Min,0.181,14/01/2026 14:34:17.2
74,Max,0.1912,14/01/2026 14:34:18.7
75,Sample,0.2071,14/01/2026 14:34:20.1,0.274
75,Min,0.2071,14/01/2026 14:34:20.1
75,Max,0.3409,14/01/2026 14:34:20.2
76,Sample,0.1875,14/01/2026 14:34:20.3,0.1854
76,Max,0.1875,14/01/2026 14:34:20.3
76,Min,0.1833,14/01/2026 14:34:20.4
77,Sample,0.1835,14/01/2026 14:34:20.5,0.184818279569893
77,Min,0.1811,14/01/2026 14:34:29.4
77,Max,0.196,14/01/2026 14:34:30.2
78,Sample,0.7076,14/01/2026 14:34:30.3,0.4622
78,Max,0.7076,14/01/2026 14:34:30.3
78,Min,0.2168,14/01/2026 14:34:30.4
79,Sample,0.1809,14/01/2026 14:34:30.5,0.1809
79,Max,0.1809,14/01/2026 14:34:30.5
79,Min,0.1809,14/01/2026 14:34:30.5
80,Sample,0.1843,14/01/2026 14:34:30.6,0.183852631578947
80,Min,0.1794,14/01/2026 14:34:33.0
80,Max,0.1991,14/01/2026 14:34:40.5
81,Sample,0.1892,14/01/2026 14:34:40.6,0.18445306122449
81,Max,0.1927,14/01/2026 14:34:40.9
81,Min,0.1782,14/01/2026 14:34:41.7
82,Sample,0.4926,14/01/2026 14:34:45.5,0.4926
82,Max,0.4926,14/01/2026 14:34:45.5
82,Min,0.4926,14/01/2026 14:34:45.5
83,Sample,0.1932,14/01/2026 14:34:45.6,0.183613333333333
83,Max,0.1932,14/01/2026 14:34:45.6
83,Min,0.181,14/01/2026 14:34:46.4
84,Sample,0.1818,14/01/2026 14:34:50.5,0.185178
84,Min,0.1818,14/01/2026 14:34:50.5
84,Max,0.1891,14/01/2026 14:34:52.8
85,Sample,0.4462,14/01/2026 14:34:55.6,0.41165
85,Max,0.4462,14/01/2026 14:34:55.6
85,Min,0.3771,14/01/2026 14:34:55.7
86,Sample,0.1897,14/01/2026 14:34:55.8,0.184766666666667
86,Max,0.1897,14/01/2026 14:34:55.8
86,Min,0.1796,14/01/2026 14:34:59.3
87,Sample,0.1831,14/01/2026 14:35:00.6,0.183593617021277
87,Max,0.1927,14/01/2026 14:35:03.1
87,Min,0.18,14/01/2026 14:35:05.4
88,Sample,0.7538,14/01/2026 14:35:05.7,0.4911
88,Max,0.7538,14/01/2026 14:35:05.7
88,Min,0.2284,14/01/2026 14:35:05.8
89,Sample,0.1811,14/01/2026 14:35:05.9,0.18444347826087
89,Min,0.1795,14/01/2026 14:35:06.5
89,Max,0.1908,14/01/2026 14:35:06.8
90,Sample,0.1851,14/01/2026 14:35:10.5,0.185551020408163
90,Max,0.2017,14/01/2026 14:35:10.8
90,Min,0.1816,14/01/2026 14:35:11.6
91,Sample,0.5768,14/01/2026 14:35:15.9,0.5768
91,Max,0.5768,14/01/2026 14:35:15.9
91,Min,0.5768,14/01/2026 14:35:15.9
92,Sample,0.196,14/01/2026 14:35:16.0,0.183928260869565
92,Min,0.1818,14/01/2026 14:35:16.2
92,Max,0.1964,14/01/2026 14:35:17.8
93,Sample,0.1817,14/01/2026 14:35:20.6,0.199175
93,Min,0.1817,14/01/2026 14:35:20.6
93,Max,0.2422,14/01/2026 14:35:20.9
94,Sample,0.1879,14/01/2026 14:35:21.0,0.18579387755102
94,Min,0.1814,14/01/2026 14:35:23.7
94,Max,0.1989,14/01/2026 14:35:24.4
95,Sample,0.4363,14/01/2026 14:35:25.9,0.3511
95,Max,0.4363,14/01/2026 14:35:25.9
95,Min,0.2659,14/01/2026 14:35:26.0
96,Sample,0.1909,14/01/2026 14:35:26.1,0.1833875
96,Max,0.1958,14/01/2026 14:35:26.8
96,Min,0.1778,14/01/2026 14:35:27.3
97,Sample,0.1823,14/01/2026 14:35:30.6,0.186583333333333
97,Min,0.1823,14/01/2026 14:35:30.6
97,Max,0.202,14/01/2026 14:35:31.1
98,Sample,0.183,14/01/2026 14:35:31.2,0.183577551020408
98,Min,0.1791,14/01/2026 14:35:33.6
98,Max,0.192,14/01/2026 14:35:34.9
99,Sample,0.6386,14/01/2026 14:35:36.1,0.419
99,Max,0.6386,14/01/2026 14:35:36.1
99,Min,0.1994,14/01/2026 14:35:36.2
100,Sample,0.1793,14/01/2026 14:35:36.3,0.184815789473684
100,Max,0.1918,14/01/2026 14:35:36.8
100,Min,0.1785,14/01/2026 14:35:37.4
101,Sample,0.2019,14/01/2026 14:35:38.2,0.182433333333333
101,Max,0.2019,14/01/2026 14:35:38.2
101,Min,0.178,14/01/2026 14:35:38.4
102,Sample,0.1824,14/01/2026 14:35:40.7,0.183766666666667
102,Min,0.1799,14/01/2026 14:35:41.1
102,Max,0.1906,14/01/2026 14:35:45.9
103,Sample,0.2131,14/01/2026 14:35:46.2,0.1971
103,Max,0.2131,14/01/2026 14:35:46.2
103,Min,0.1887,14/01/2026 14:35:46.5
104,Sample,0.1818,14/01/2026 14:35:46.6,0.1834275
104,Max,0.1899,14/01/2026 14:35:48.1
104,Min,0.1781,14/01/2026 14:35:49.7
105,Sample,0.1817,14/01/2026 14:35:50.6,0.2148
105,Min,0.1812,14/01/2026 14:35:51.0
105,Max,0.4211,14/01/2026 14:35:51.3
106,Sample,0.1887,14/01/2026 14:35:51.4,0.182802222222222
106,Max,0.1887,14/01/2026 14:35:51.4
106,Min,0.1808,14/01/2026 14:35:56.0
107,Sample,0.2271,14/01/2026 14:35:56.3,0.2271
107,Max,0.2271,14/01/2026 14:35:56.3
107,Min,0.2271,14/01/2026 14:35:56.3
108,Sample,0.1837,14/01/2026 14:35:56.4,0.184265853658537
108,Max,0.1921,14/01/2026 14:35:57.8
108,Min,0.1786,14/01/2026 14:36:00.4
109,Sample,0.1819,14/01/2026 14:36:00.5,0.25086
109,Min,0.1819,14/01/2026 14:36:00.5
109,Max,0.6924,14/01/2026 14:36:01.4
110,Sample,0.1817,14/01/2026 14:36:01.6,0.182831395348837
110,Min,0.1785,14/01/2026 14:36:07.7
110,Max,0.1918,14/01/2026 14:36:08.8
111,Sample,0.1893,14/01/2026 14:36:10.6,0.252645454545455
111,Min,0.1817,14/01/2026 14:36:11.3
111,Max,0.8179,14/01/2026 14:36:11.5
112,Sample,0.1913,14/01/2026 14:36:11.7,0.182646428571429
112,Max,0.1932,14/01/2026 14:36:11.8
112,Min,0.178,14/01/2026 14:36:12.5
113,Sample,0.1883,14/01/2026 14:36:20.6,0.184281818181818
113,Max,0.1898,14/01/2026 14:36:20.9
113,Min,0.1781,14/01/2026 14:36:21.5
114,Sample,0.9514,14/01/2026 14:36:21.7,0.59465
114,Max,0.9514,14/01/2026 14:36:21.7
114,Min,0.2379,14/01/2026 14:36:21.8
115,Sample,0.1804,14/01/2026 14:36:21.9,0.18283023255814
115,Min,0.1774,14/01/2026 14:36:24.3
115,Max,0.1921,14/01/2026 14:36:29.9
116,Sample,0.1857,14/01/2026 14:36:30.5,0.180022222222222
116,Max,0.1857,14/01/2026 14:36:30.5
116,Min,0.1773,14/01/2026 14:36:31.6
117,Sample,0.6476,14/01/2026 14:36:31.8,0.4223
117,Max,0.6476,14/01/2026 14:36:31.8
117,Min,0.197,14/01/2026 14:36:31.9
118,Sample,0.1778,14/01/2026 14:36:32.0,0.181597647058824
118,Max,0.1923,14/01/2026 14:36:33.9
118,Min,0.1768,14/01/2026 14:36:36.3
119,Sample,0.178,14/01/2026 14:36:40.6,0.183307692307692
119,Max,0.1918,14/01/2026 14:36:40.9
119,Min,0.177,14/01/2026 14:36:41.4
120,Sample,0.277,14/01/2026 14:36:41.9,0.33775
120,Min,0.277,14/01/2026 14:36:41.9
120,Max,0.3985,14/01/2026 14:36:42.0
121,Sample,0.1951,14/01/2026 14:36:42.1,0.181975555555556
121,Max,0.1951,14/01/2026 14:36:42.1
121,Min,0.1767,14/01/2026 14:36:42.4
122,Sample,0.2197,14/01/2026 14:36:47.0,0.2197
122,Max,0.2197,14/01/2026 14:36:47.0
122,Min,0.2197,14/01/2026 14:36:47.0
123,Sample,0.1827,14/01/2026 14:36:47.1,0.183938235294118
123,Min,0.1802,14/01/2026 14:36:47.7
123,Max,0.1936,14/01/2026 14:36:49.8
124,Sample,0.1851,14/01/2026 14:36:50.6,0.186973333333333
124,Max,0.1937,14/01/2026 14:36:51.1
124,Min,0.1816,14/01/2026 14:36:51.4
125,Sample,0.6648,14/01/2026 14:36:52.1,0.44115
125,Max,0.6648,14/01/2026 14:36:52.1
125,Min,0.2175,14/01/2026 14:36:52.2
126,Sample,0.1839,14/01/2026 14:36:52.3,0.184116666666667
126,Max,0.1918,14/01/2026 14:36:52.9
126,Min,0.1796,14/01/2026 14:36:53.7
127,Sample,0.2036,14/01/2026 14:36:54.7,0.1909125
127,Max,0.2036,14/01/2026 14:36:54.7
127,Min,0.182,14/01/2026 14:36:55.4
128,Sample,0.1817,14/01/2026 14:36:55.5,0.188158333333333
128,Min,0.1817,14/01/2026 14:36:55.5
128,Max,0.1929,14/01/2026 14:36:56.8
129,Sample,0.2136,14/01/2026 14:36:57.1,0.20605
129,Max,0.2136,14/01/2026 14:36:57.1
129,Min,0.1985,14/01/2026 14:36:57.2
130,Sample,0.1825,14/01/2026 14:36:57.3,0.18396875
130,Max,0.1931,14/01/2026 14:36:59.8
130,Min,0.1804,14/01/2026 14:37:00.4
131,Sample,0.1842,14/01/2026 14:37:00.5,0.186982352941176
131,Max,0.1937,14/01/2026 14:37:00.8
131,Min,0.1821,14/01/2026 14:37:01.5
132,Sample,0.407,14/01/2026 14:37:02.2,0.407
132,Max,0.407,14/01/2026 14:37:02.2
132,Min,0.407,14/01/2026 14:37:02.2
133,Sample,0.1882,14/01/2026 14:37:02.3,0.1845
133,Max,0.1946,14/01/2026 14:37:02.8
133,Min,0.1786,14/01/2026 14:37:06.4
134,Sample,0.227,14/01/2026 14:37:07.3,0.227
134,Max,0.227,14/01/2026 14:37:07.3
134,Min,0.227,14/01/2026 14:37:07.3
135,Sample,0.1919,14/01/2026 14:37:07.4,0.182978571428571
135,Max,0.1919,14/01/2026 14:37:07.4
135,Min,0.1774,14/01/2026 14:37:10.2
136,Sample,0.1771,14/01/2026 14:37:10.6,0.182116417910448
136,Min,0.1766,14/01/2026 14:37:12.3
136,Max,0.1904,14/01/2026 14:37:14.0
137,Sample,0.5073,14/01/2026 14:37:17.3,0.38375
137,Max,0.5073,14/01/2026 14:37:17.3
137,Min,0.2602,14/01/2026 14:37:17.4
138,Sample,0.1811,14/01/2026 14:37:17.5,0.181916666666667
138,Min,0.1772,14/01/2026 14:37:17.6
138,Max,0.1926,14/01/2026 14:37:18.4
139,Sample,0.1797,14/01/2026 14:37:20.5,0.18208
139,Min,0.1769,14/01/2026 14:37:22.1
139,Max,0.1939,14/01/2026 14:37:25.9
140,Sample,0.7991,14/01/2026 14:37:27.5,0.50655
140,Max,0.7991,14/01/2026 14:37:27.5
140,Min,0.214,14/01/2026 14:37:27.6
141,Sample,0.1851,14/01/2026 14:37:27.7,0.181662068965517
141,Min,0.1772,14/01/2026 14:37:28.6
141,Max,0.1993,14/01/2026 14:37:30.1
142,Sample,0.1862,14/01/2026 14:37:30.6,0.183778947368421
