Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time;Max;;Tiempo (s);Is(A);Ps (W);Wh;<Is> (A);;;;;;;;;;
372;0.1793 A DC;49:20.6;00:05.5;49:21.1;0.1967 A DC;0.1800 A DC;49:20.9;0.1769 A DC;Stable;49:26.1;;;1159.4;0.18;2.232;0.0062;0.1896;;;;;;;;;;
373;0.5209 A DC;49:26.1;00:00.1;49:26.1;0.5209 A DC;0.5209 A DC;49:26.1;0.5209 A DC;Stable;49:26.2;;;1164.9;0.5209;6.45916;0.009868162;0.1896;;;;;;;;;;
374;0.1913 A DC;49:26.2;00:04.5;49:26.3;0.1936 A DC;0.1801 A DC;49:27.0;0.1770 A DC;Interval;49:30.8;;;1165;0.1801;2.23324;6.20341E-05;0.1896;;;;;;;;;;
375;0.1818 A DC;49:30.8;00:00.6;49:31.2;0.5798 A DC;0.2513 A DC;49:31.0;0.1772 A DC;Stable;49:31.4;;;1169.6;0.2513;3.11612;0.003981709;0.1896;;;;;;;;;;
376;0.1774 A DC;49:31.4;00:09.2;49:39.6;0.1944 A DC;0.1794 A DC;49:31.5;0.1765 A DC;Interval;49:40.5;;;1170.2;0.1794;2.22456;0.00037076;0.1896;;;;;;;;;;
377;0.1781 A DC;49:40.5;00:10.1;49:45.9;0.1882 A DC;0.1795 A DC;49:49.2;0.1770 A DC;Interval;49:50.6;;;1179.3;0.1795;2.2258;0.005626328;0.1896;;;;;;;;;;
378;0.1778 A DC;49:50.6;00:01.0;49:51.4;0.6527 A DC;0.2300 A DC;49:50.6;0.1778 A DC;Stable;49:51.6;;;1189.4;0.23;2.852;0.008001444;0.1896;;;;;;;;;;
379;0.1789 A DC;49:51.6;00:08.9;50:00.0;0.1896 A DC;0.1794 A DC;49:54.6;0.1768 A DC;Interval;50:00.6;;;1190.4;0.1794;2.22456;0.000617933;0.1896;;;;;;;;;;
380;0.1770 A DC;50:00.6;00:00.1;50:00.6;0.1770 A DC;0.1770 A DC;50:00.6;0.1770 A DC;Stable;50:00.7;;;1199.4;0.177;2.1948;0.005487;0.1896;;;;;;;;;;
381;0.1769 A DC;50:00.7;00:00.0;; ; ;; ;Logging Stopped;50:00.7;;;;;Total Wh;1.177946714;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;A DC;;Average A DC;;;;;;;;;;;;;;;;;;;;;;;
1;Sample;0.2137;30:01.2;0.210475;;;;;;;;;;;;;;;;;;;;;;;
1;Max;0.2232;30:03.2;;;;;;;;;;;;;;;;;;;;;;;;
1;Min;0.1996;30:03.5;;;;;;;;;;;;;;;;;;;;;;;;
2;Sample;1.2421;30:03.6;1.186216667;;;;;;;;;;;;;;;;;;;;;;;
2;Max;1.6253;30:03.9;;;;;;;;;;;;;;;;;;;;;;;;
2;Min;0.2371;30:04.1;;;;;;;;;;;;;;;;;;;;;;;;
3;Sample;0.2126;30:04.2;0.211591667;;;;;;;;;;;;;;;;;;;;;;;
3;Max;0.2152;30:05.6;;;;;;;;;;;;;;;;;;;;;;;;
3;Min;0.2084;30:07.8;;;;;;;;;;;;;;;;;;;;;;;;
4;Sample;0.6339;30:09.0;0.6339;;;;;;;;;;;;;;;;;;;;;;;
4;Max;0.6339;30:09.0;;;;;;;;;;;;;;;;;;;;;;;;
4;Min;0.6339;30:09.0;;;;;;;;;;;;;;;;;;;;;;;;
5;Sample;1.1584;30:09.1;1.182266667;;;;;;;;;;;;;;;;;;;;;;;
5;Min;1.1584;30:09.1;;;;;;;;;;;;;;;;;;;;;;;;
5;Max;1.1906;30:10.3;;;;;;;;;;;;;;;;;;;;;;;;
6;Sample;1.192;30:10.6;1.187127273;;;;;;;;;;;;;;;;;;;;;;;
6;Max;1.1971;30:11.2;;;;;;;;;;;;;;;;;;;;;;;;
6;Min;1.1809;30:11.4;;;;;;;;;;;;;;;;;;;;;;;;
7;Sample;0.7708;30:11.7;0.591171429;;;;;;;;;;;;;;;;;;;;;;;
7;Max;0.7708;30:11.7;;;;;;;;;;;;;;;;;;;;;;;;
7;Min;0.3532;30:12.3;;;;;;;;;;;;;;;;;;;;;;;;
8;Sample;0.1895;30:12.4;0.186067532;;;;;;;;;;;;;;;;;;;;;;;
8;Min;0.1815;30:12.6;;;;;;;;;;;;;;;;;;;;;;;;
8;Max;0.1948;30:16.1;;;;;;;;;;;;;;;;;;;;;;;;
9;Sample;0.1858;30:20.6;0.186956842;;;;;;;;;;;;;;;;;;;;;;;
9;Max;0.1983;30:21.4;;;;;;;;;;;;;;;;;;;;;;;;
9;Min;0.1835;30:27.4;;;;;;;;;;;;;;;;;;;;;;;;
10;Sample;0.1859;30:30.5;0.187216667;;;;;;;;;;;;;;;;;;;;;;;
10;Min;0.1809;30:31.4;;;;;;;;;;;;;;;;;;;;;;;;
10;Max;0.1959;30:33.7;;;;;;;;;;;;;;;;;;;;;;;;
11;Sample;0.1883;30:40.6;0.187605714;;;;;;;;;;;;;;;;;;;;;;;
11;Min;0.185;30:45.5;;;;;;;;;;;;;;;;;;;;;;;;
11;Max;0.1949;30:46.3;;;;;;;;;;;;;;;;;;;;;;;;
12;Sample;0.6652;30:47.6;0.43635;;;;;;;;;;;;;;;;;;;;;;;
12;Max;0.6652;30:47.6;;;;;;;;;;;;;;;;;;;;;;;;
12;Min;0.2075;30:47.7;;;;;;;;;;;;;;;;;;;;;;;;
13;Sample;0.1886;30:47.8;0.187185185;;;;;;;;;;;;;;;;;;;;;;;
13;Max;0.1947;30:49.2;;;;;;;;;;;;;;;;;;;;;;;;
13;Min;0.1842;30:49.8;;;;;;;;;;;;;;;;;;;;;;;;
14;Sample;0.1881;30:50.6;0.188091045;;;;;;;;;;;;;;;;;;;;;;;
14;Min;0.1854;30:52.7;;;;;;;;;;;;;;;;;;;;;;;;
14;Max;0.1934;30:53.8;;;;;;;;;;;;;;;;;;;;;;;;
15;Sample;0.2176;30:57.7;0.3379;;;;;;;;;;;;;;;;;;;;;;;
15;Min;0.2176;30:57.7;;;;;;;;;;;;;;;;;;;;;;;;
15;Max;0.4582;30:57.8;;;;;;;;;;;;;;;;;;;;;;;;
16;Sample;0.1968;30:57.9;0.188011538;;;;;;;;;;;;;;;;;;;;;;;
16;Max;0.1995;30:58.5;;;;;;;;;;;;;;;;;;;;;;;;
16;Min;0.1836;30:59.7;;;;;;;;;;;;;;;;;;;;;;;;
17;Sample;0.184;31:00.5;0.187625926;;;;;;;;;;;;;;;;;;;;;;;
17;Min;0.184;31:00.5;;;;;;;;;;;;;;;;;;;;;;;;
17;Max;0.1995;31:03.1;;;;;;;;;;;;;;;;;;;;;;;;
18;Sample;0.2046;31:03.2;0.188264286;;;;;;;;;;;;;;;;;;;;;;;
18;Max;0.2046;31:03.2;;;;;;;;;;;;;;;;;;;;;;;;
18;Min;0.1832;31:05.5;;;;;;;;;;;;;;;;;;;;;;;;
19;Sample;0.6432;31:07.9;0.45945;;;;;;;;;;;;;;;;;;;;;;;
19;Max;0.6432;31:07.9;;;;;;;;;;;;;;;;;;;;;;;;
19;Min;0.2757;31:08.0;;;;;;;;;;;;;;;;;;;;;;;;
20;Sample;0.1895;31:08.1;0.18832;;;;;;;;;;;;;;;;;;;;;;;
20;Min;0.1839;31:09.9;;;;;;;;;;;;;;;;;;;;;;;;
20;Max;0.2001;31:10.4;;;;;;;;;;;;;;;;;;;;;;;;
21;Sample;0.1874;31:10.6;0.187741667;;;;;;;;;;;;;;;;;;;;;;;
21;Min;0.1865;31:11.6;;;;;;;;;;;;;;;;;;;;;;;;
21;Max;0.1908;31:12.8;;;;;;;;;;;;;;;;;;;;;;;;
22;Sample;0.2123;31:13.0;0.2123;;;;;;;;;;;;;;;;;;;;;;;
22;Max;0.2123;31:13.0;;;;;;;;;;;;;;;;;;;;;;;;
22;Min;0.2123;31:13.0;;;;;;;;;;;;;;;;;;;;;;;;
23;Sample;0.1877;31:13.1;0.187654286;;;;;;;;;;;;;;;;;;;;;;;
23;Max;0.1926;31:14.3;;;;;;;;;;;;;;;;;;;;;;;;
23;Min;0.1845;31:19.7;;;;;;;;;;;;;;;;;;;;;;;;
24;Sample;0.189;31:20.5;0.18894;;;;;;;;;;;;;;;;;;;;;;;
24;Max;0.1963;31:20.7;;;;;;;;;;;;;;;;;;;;;;;;
24;Min;0.1868;31:22.8;;;;;;;;;;;;;;;;;;;;;;;;
25;Sample;0.7307;31:23.1;0.4743;;;;;;;;;;;;;;;;;;;;;;;
25;Max;0.7307;31:23.1;;;;;;;;;;;;;;;;;;;;;;;;
25;Min;0.2179;31:23.2;;;;;;;;;;;;;;;;;;;;;;;;
26;Sample;0.1872;31:23.3;0.187657971;;;;;;;;;;;;;;;;;;;;;;;
26;Min;0.1817;31:24.3;;;;;;;;;;;;;;;;;;;;;;;;
26;Max;0.1981;31:27.1;;;;;;;;;;;;;;;;;;;;;;;;
27;Sample;0.1871;31:30.6;0.188907692;;;;;;;;;;;;;;;;;;;;;;;
27;Min;0.1841;31:33.0;;;;;;;;;;;;;;;;;;;;;;;;
27;Max;0.2041;31:33.1;;;;;;;;;;;;;;;;;;;;;;;;
28;Sample;0.6697;31:33.2;0.43885;;;;;;;;;;;;;;;;;;;;;;;
28;Max;0.6697;31:33.2;;;;;;;;;;;;;;;;;;;;;;;;
28;Min;0.208;31:33.3;;;;;;;;;;;;;;;;;;;;;;;;
29;Sample;0.1887;31:33.4;0.18758169;;;;;;;;;;;;;;;;;;;;;;;
29;Min;0.1826;31:34.2;;;;;;;;;;;;;;;;;;;;;;;;
29;Max;0.1929;31:39.7;;;;;;;;;;;;;;;;;;;;;;;;
30;Sample;0.1874;31:40.6;0.188286957;;;;;;;;;;;;;;;;;;;;;;;
30;Max;0.1907;31:40.7;;;;;;;;;;;;;;;;;;;;;;;;
30;Min;0.1872;31:41.1;;;;;;;;;;;;;;;;;;;;;;;;
31;Sample;0.2867;31:43.3;0.33435;;;;;;;;;;;;;;;;;;;;;;;
31;Min;0.2867;31:43.3;;;;;;;;;;;;;;;;;;;;;;;;
31;Max;0.382;31:43.4;;;;;;;;;;;;;;;;;;;;;;;;
32;Sample;0.194;31:43.5;0.187342857;;;;;;;;;;;;;;;;;;;;;;;
32;Max;0.194;31:43.5;;;;;;;;;;;;;;;;;;;;;;;;
32;Min;0.183;31:48.8;;;;;;;;;;;;;;;;;;;;;;;;
33;Sample;0.1915;31:50.5;0.187841379;;;;;;;;;;;;;;;;;;;;;;;
33;Max;0.1915;31:50.5;;;;;;;;;;;;;;;;;;;;;;;;
33;Min;0.1864;31:52.2;;;;;;;;;;;;;;;;;;;;;;;;
34;Sample;0.7194;31:53.4;0.49145;;;;;;;;;;;;;;;;;;;;;;;
34;Max;0.7194;31:53.4;;;;;;;;;;;;;;;;;;;;;;;;
34;Min;0.2635;31:53.5;;;;;;;;;;;;;;;;;;;;;;;;
35;Sample;0.1887;31:53.6;0.187164615;;;;;;;;;;;;;;;;;;;;;;;
35;Min;0.1838;31:54.4;;;;;;;;;;;;;;;;;;;;;;;;
35;Max;0.1965;31:58.6;;;;;;;;;;;;;;;;;;;;;;;;
36;Sample;0.1851;32:00.6;0.187564474;;;;;;;;;;;;;;;;;;;;;;;
36;Max;0.1973;32:03.2;;;;;;;;;;;;;;;;;;;;;;;;
36;Min;0.1827;32:04.7;;;;;;;;;;;;;;;;;;;;;;;;
37;Sample;0.6644;32:08.6;0.43745;;;;;;;;;;;;;;;;;;;;;;;
37;Max;0.6644;32:08.6;;;;;;;;;;;;;;;;;;;;;;;;
37;Min;0.2105;32:08.7;;;;;;;;;;;;;;;;;;;;;;;;
38;Sample;0.1899;32:08.8;0.1874;;;;;;;;;;;;;;;;;;;;;;;
38;Max;0.1899;32:08.8;;;;;;;;;;;;;;;;;;;;;;;;
38;Min;0.1864;32:10.0;;;;;;;;;;;;;;;;;;;;;;;;
39;Sample;0.1869;32:10.5;0.18757;;;;;;;;;;;;;;;;;;;;;;;
39;Min;0.1831;32:11.5;;;;;;;;;;;;;;;;;;;;;;;;
39;Max;0.1892;32:13.4;;;;;;;;;;;;;;;;;;;;;;;;
40;Sample;0.2066;32:13.6;0.2066;;;;;;;;;;;;;;;;;;;;;;;
40;Max;0.2066;32:13.6;;;;;;;;;;;;;;;;;;;;;;;;
40;Min;0.2066;32:13.6;;;;;;;;;;;;;;;;;;;;;;;;
41;Sample;0.1884;32:13.7;0.187526;;;;;;;;;;;;;;;;;;;;;;;
41;Min;0.1838;32:16.0;;;;;;;;;;;;;;;;;;;;;;;;
41;Max;0.1958;32:18.5;;;;;;;;;;;;;;;;;;;;;;;;
42;Sample;0.2365;32:18.7;0.4081;;;;;;;;;;;;;;;;;;;;;;;
42;Min;0.2365;32:18.7;;;;;;;;;;;;;;;;;;;;;;;;
42;Max;0.5797;32:18.8;;;;;;;;;;;;;;;;;;;;;;;;
43;Sample;0.2013;32:18.9;0.188969231;;;;;;;;;;;;;;;;;;;;;;;
43;Max;0.2013;32:18.9;;;;;;;;;;;;;;;;;;;;;;;;
43;Min;0.1831;32:20.2;;;;;;;;;;;;;;;;;;;;;;;;
44;Sample;0.1875;32:20.6;0.188096341;;;;;;;;;;;;;;;;;;;;;;;
44;Min;0.1822;32:21.4;;;;;;;;;;;;;;;;;;;;;;;;
44;Max;0.2023;32:24.4;;;;;;;;;;;;;;;;;;;;;;;;
45;Sample;0.5536;32:28.9;0.4247;;;;;;;;;;;;;;;;;;;;;;;
45;Max;0.5536;32:28.9;;;;;;;;;;;;;;;;;;;;;;;;
45;Min;0.2958;32:29.0;;;;;;;;;;;;;;;;;;;;;;;;
46;Sample;0.1898;32:29.1;0.18738;;;;;;;;;;;;;;;;;;;;;;;
46;Max;0.1903;32:30.0;;;;;;;;;;;;;;;;;;;;;;;;
46;Min;0.1847;32:30.2;;;;;;;;;;;;;;;;;;;;;;;;
47;Sample;0.1856;32:30.6;0.186713333;;;;;;;;;;;;;;;;;;;;;;;
47;Min;0.1846;32:31.2;;;;;;;;;;;;;;;;;;;;;;;;
47;Max;0.1893;32:33.7;;;;;;;;;;;;;;;;;;;;;;;;
48;Sample;0.2052;32:34.0;0.188374;;;;;;;;;;;;;;;;;;;;;;;
48;Max;0.2052;32:34.0;;;;;;;;;;;;;;;;;;;;;;;;
48;Min;0.1852;32:34.5;;;;;;;;;;;;;;;;;;;;;;;;
49;Sample;0.7049;32:39.0;0.45795;;;;;;;;;;;;;;;;;;;;;;;
49;Max;0.7049;32:39.0;;;;;;;;;;;;;;;;;;;;;;;;
49;Min;0.211;32:39.1;;;;;;;;;;;;;;;;;;;;;;;;
50;Sample;0.1869;32:39.2;0.187146154;;;;;;;;;;;;;;;;;;;;;;;
50;Max;0.1949;32:39.8;;;;;;;;;;;;;;;;;;;;;;;;
50;Min;0.1816;32:40.1;;;;;;;;;;;;;;;;;;;;;;;;
51;Sample;0.1875;32:40.5;0.185629167;;;;;;;;;;;;;;;;;;;;;;;
51;Min;0.1818;32:44.1;;;;;;;;;;;;;;;;;;;;;;;;
51;Max;0.1901;32:49.9;;;;;;;;;;;;;;;;;;;;;;;;
52;Sample;0.1868;32:50.6;0.187808571;;;;;;;;;;;;;;;;;;;;;;;
52;Max;0.1925;32:51.1;;;;;;;;;;;;;;;;;;;;;;;;
52;Min;0.1845;32:52.4;;;;;;;;;;;;;;;;;;;;;;;;
53;Sample;0.2073;32:54.1;0.3227;;;;;;;;;;;;;;;;;;;;;;;
53;Min;0.2073;32:54.1;;;;;;;;;;;;;;;;;;;;;;;;
53;Max;0.4381;32:54.2;;;;;;;;;;;;;;;;;;;;;;;;
54;Sample;0.196;32:54.3;0.187494828;;;;;;;;;;;;;;;;;;;;;;;
54;Max;0.196;32:54.3;;;;;;;;;;;;;;;;;;;;;;;;
54;Min;0.182;32:59.2;;;;;;;;;;;;;;;;;;;;;;;;
55;Sample;0.1939;33:00.6;0.188059459;;;;;;;;;;;;;;;;;;;;;;;
55;Max;0.1939;33:00.6;;;;;;;;;;;;;;;;;;;;;;;;
55;Min;0.1867;33:02.1;;;;;;;;;;;;;;;;;;;;;;;;
56;Sample;0.6192;33:04.3;0.5239;;;;;;;;;;;;;;;;;;;;;;;
56;Max;0.6192;33:04.3;;;;;;;;;;;;;;;;;;;;;;;;
56;Min;0.4286;33:04.4;;;;;;;;;;;;;;;;;;;;;;;;
57;Sample;0.1953;33:04.5;0.188351786;;;;;;;;;;;;;;;;;;;;;;;
57;Max;0.1983;33:05.5;;;;;;;;;;;;;;;;;;;;;;;;
57;Min;0.1864;33:07.8;;;;;;;;;;;;;;;;;;;;;;;;
58;Sample;0.1875;33:10.5;0.186833333;;;;;;;;;;;;;;;;;;;;;;;
58;Max;0.1897;33:10.8;;;;;;;;;;;;;;;;;;;;;;;;
58;Min;0.1835;33:11.9;;;;;;;;;;;;;;;;;;;;;;;;
59;Sample;0.6625;33:14.4;0.4623;;;;;;;;;;;;;;;;;;;;;;;
59;Max;0.6625;33:14.4;;;;;;;;;;;;;;;;;;;;;;;;
59;Min;0.2621;33:14.5;;;;;;;;;;;;;;;;;;;;;;;;
60;Sample;0.1885;33:14.6;0.187705085;;;;;;;;;;;;;;;;;;;;;;;
60;Min;0.1834;33:17.6;;;;;;;;;;;;;;;;;;;;;;;;
60;Max;0.1955;33:18.5;;;;;;;;;;;;;;;;;;;;;;;;
61;Sample;0.1872;33:20.6;0.189161111;;;;;;;;;;;;;;;;;;;;;;;
61;Min;0.1848;33:21.9;;;;;;;;;;;;;;;;;;;;;;;;
61;Max;0.2061;33:24.4;;;;;;;;;;;;;;;;;;;;;;;;
62;Sample;0.7144;33:24.6;0.4633;;;;;;;;;;;;;;;;;;;;;;;
62;Max;0.7144;33:24.6;;;;;;;;;;;;;;;;;;;;;;;;
62;Min;0.2122;33:24.7;;;;;;;;;;;;;;;;;;;;;;;;
63;Sample;0.1868;33:24.8;0.188084211;;;;;;;;;;;;;;;;;;;;;;;
63;Min;0.1842;33:26.4;;;;;;;;;;;;;;;;;;;;;;;;
63;Max;0.2018;33:29.9;;;;;;;;;;;;;;;;;;;;;;;;
64;Sample;0.1876;33:30.5;0.18793125;;;;;;;;;;;;;;;;;;;;;;;
64;Min;0.1825;33:30.8;;;;;;;;;;;;;;;;;;;;;;;;
64;Max;0.1964;33:30.9;;;;;;;;;;;;;;;;;;;;;;;;
65;Sample;0.1882;33:40.6;0.186864286;;;;;;;;;;;;;;;;;;;;;;;
65;Min;0.1826;33:42.2;;;;;;;;;;;;;;;;;;;;;;;;
65;Max;0.1901;33:43.3;;;;;;;;;;;;;;;;;;;;;;;;
66;Sample;0.6249;33:44.8;0.4163;;;;;;;;;;;;;;;;;;;;;;;
66;Max;0.6249;33:44.8;;;;;;;;;;;;;;;;;;;;;;;;
66;Min;0.2077;33:44.9;;;;;;;;;;;;;;;;;;;;;;;;
67;Sample;0.1882;33:45.0;0.187417647;;;;;;;;;;;;;;;;;;;;;;;
67;Min;0.1831;33:45.2;;;;;;;;;;;;;;;;;;;;;;;;
67;Max;0.1909;33:46.3;;;;;;;;;;;;;;;;;;;;;;;;
68;Sample;0.1876;33:50.6;0.188090526;;;;;;;;;;;;;;;;;;;;;;;
68;Min;0.1841;33:51.0;;;;;;;;;;;;;;;;;;;;;;;;
68;Max;0.1981;33:54.7;;;;;;;;;;;;;;;;;;;;;;;;
69;Sample;0.1868;34:00.5;0.185223158;;;;;;;;;;;;;;;;;;;;;;;
69;Max;0.2036;34:03.1;;;;;;;;;;;;;;;;;;;;;;;;
69;Min;0.1817;34:04.1;;;;;;;;;;;;;;;;;;;;;;;;
70;Sample;0.8104;34:10.1;0.51895;;;;;;;;;;;;;;;;;;;;;;;
70;Max;0.8104;34:10.1;;;;;;;;;;;;;;;;;;;;;;;;
70;Min;0.2275;34:10.2;;;;;;;;;;;;;;;;;;;;;;;;
71;Sample;0.1848;34:10.3;0.183366667;;;;;;;;;;;;;;;;;;;;;;;
71;Max;0.1848;34:10.3;;;;;;;;;;;;;;;;;;;;;;;;
71;Min;0.1825;34:10.5;;;;;;;;;;;;;;;;;;;;;;;;
72;Sample;0.1822;34:10.6;0.185356098;;;;;;;;;;;;;;;;;;;;;;;
72;Min;0.1807;34:11.3;;;;;;;;;;;;;;;;;;;;;;;;
72;Max;0.1899;34:14.8;;;;;;;;;;;;;;;;;;;;;;;;
73;Sample;0.2083;34:15.1;0.2083;;;;;;;;;;;;;;;;;;;;;;;
73;Max;0.2083;34:15.1;;;;;;;;;;;;;;;;;;;;;;;;
73;Min;0.2083;34:15.1;;;;;;;;;;;;;;;;;;;;;;;;
74;Sample;0.1881;34:15.2;0.185267347;;;;;;;;;;;;;;;;;;;;;;;
74;Min;0.181;34:17.2;;;;;;;;;;;;;;;;;;;;;;;;
74;Max;0.1912;34:18.7;;;;;;;;;;;;;;;;;;;;;;;;
75;Sample;0.2071;34:20.1;0.274;;;;;;;;;;;;;;;;;;;;;;;
75;Min;0.2071;34:20.1;;;;;;;;;;;;;;;;;;;;;;;;
75;Max;0.3409;34:20.2;;;;;;;;;;;;;;;;;;;;;;;;
76;Sample;0.1875;34:20.3;0.1854;;;;;;;;;;;;;;;;;;;;;;;
76;Max;0.1875;34:20.3;;;;;;;;;;;;;;;;;;;;;;;;
76;Min;0.1833;34:20.4;;;;;;;;;;;;;;;;;;;;;;;;
77;Sample;0.1835;34:20.5;0.18481828;;;;;;;;;;;;;;;;;;;;;;;
77;Min;0.1811;34:29.4;;;;;;;;;;;;;;;;;;;;;;;;
77;Max;0.196;34:30.2;;;;;;;;;;;;;;;;;;;;;;;;
78;Sample;0.7076;34:30.3;0.4622;;;;;;;;;;;;;;;;;;;;;;;
78;Max;0.7076;34:30.3;;;;;;;;;;;;;;;;;;;;;;;;
78;Min;0.2168;34:30.4;;;;;;;;;;;;;;;;;;;;;;;;
79;Sample;0.1809;34:30.5;0.1809;;;;;;;;;;;;;;;;;;;;;;;
79;Max;0.1809;34:30.5;;;;;;;;;;;;;;;;;;;;;;;;
79;Min;0.1809;34:30.5;;;;;;;;;;;;;;;;;;;;;;;;
80;Sample;0.1843;34:30.6;0.183852632;;;;;;;;;;;;;;;;;;;;;;;
80;Min;0.1794;34:33.0;;;;;;;;;;;;;;;;;;;;;;;;
80;Max;0.1991;34:40.5;;;;;;;;;;;;;;;;;;;;;;;;
81;Sample;0.1892;34:40.6;0.184453061;;;;;;;;;;;;;;;;;;;;;;;
81;Max;0.1927;34:40.9;;;;;;;;;;;;;;;;;;;;;;;;
81;Min;0.1782;34:41.7;;;;;;;;;;;;;;;;;;;;;;;;
82;Sample;0.4926;34:45.5;0.4926;;;;;;;;;;;;;;;;;;;;;;;
82;Max;0.4926;34:45.5;;;;;;;;;;;;;;;;;;;;;;;;
82;Min;0.4926;34:45.5;;;;;;;;;;;;;;;;;;;;;;;;
83;Sample;0.1932;34:45.6;0.183613333;;;;;;;;;;;;;;;;;;;;;;;
83;Max;0.1932;34:45.6;;;;;;;;;;;;;;;;;;;;;;;;
83;Min;0.181;34:46.4;;;;;;;;;;;;;;;;;;;;;;;;
84;Sample;0.1818;34:50.5;0.185178;;;;;;;;;;;;;;;;;;;;;;;
84;Min;0.1818;34:50.5;;;;;;;;;;;;;;;;;;;;;;;;
84;Max;0.1891;34:52.8;;;;;;;;;;;;;;;;;;;;;;;;
85;Sample;0.4462;34:55.6;0.41165;;;;;;;;;;;;;;;;;;;;;;;
85;Max;0.4462;34:55.6;;;;;;;;;;;;;;;;;;;;;;;;
85;Min;0.3771;34:55.7;;;;;;;;;;;;;;;;;;;;;;;;
86;Sample;0.1897;34:55.8;0.184766667;;;;;;;;;;;;;;;;;;;;;;;
86;Max;0.1897;34:55.8;;;;;;;;;;;;;;;;;;;;;;;;
86;Min;0.1796;34:59.3;;;;;;;;;;;;;;;;;;;;;;;;
87;Sample;0.1831;35:00.6;0.183593617;;;;;;;;;;;;;;;;;;;;;;;
87;Max;0.1927;35:03.1;;;;;;;;;;;;;;;;;;;;;;;;
87;Min;0.18;35:05.4;;;;;;;;;;;;;;;;;;;;;;;;
88;Sample;0.7538;35:05.7;0.4911;;;;;;;;;;;;;;;;;;;;;;;
88;Max;0.7538;35:05.7;;;;;;;;;;;;;;;;;;;;;;;;
88;Min;0.2284;35:05.8;;;;;;;;;;;;;;;;;;;;;;;;
89;Sample;0.1811;35:05.9;0.184443478;;;;;;;;;;;;;;;;;;;;;;;
89;Min;0.1795;35:06.5;;;;;;;;;;;;;;;;;;;;;;;;
89;Max;0.1908;35:06.8;;;;;;;;;;;;;;;;;;;;;;;;
90;Sample;0.1851;35:10.5;0.18555102;;;;;;;;;;;;;;;;;;;;;;;
90;Max;0.2017;35:10.8;;;;;;;;;;;;;;;;;;;;;;;;
90;Min;0.1816;35:11.6;;;;;;;;;;;;;;;;;;;;;;;;
91;Sample;0.5768;35:15.9;0.5768;;;;;;;;;;;;;;;;;;;;;;;
91;Max;0.5768;35:15.9;;;;;;;;;;;;;;;;;;;;;;;;
91;Min;0.5768;35:15.9;;;;;;;;;;;;;;;;;;;;;;;;
92;Sample;0.196;35:16.0;0.183928261;;;;;;;;;;;;;;;;;;;;;;;
92;Min;0.1818;35:16.2;;;;;;;;;;;;;;;;;;;;;;;;
92;Max;0.1964;35:17.8;;;;;;;;;;;;;;;;;;;;;;;;
93;Sample;0.1817;35:20.6;0.199175;;;;;;;;;;;;;;;;;;;;;;;
93;Min;0.1817;35:20.6;;;;;;;;;;;;;;;;;;;;;;;;
93;Max;0.2422;35:20.9;;;;;;;;;;;;;;;;;;;;;;;;
94;Sample;0.1879;35:21.0;0.185793878;;;;;;;;;;;;;;;;;;;;;;;
94;Min;0.1814;35:23.7;;;;;;;;;;;;;;;;;;;;;;;;
94;Max;0.1989;35:24.4;;;;;;;;;;;;;;;;;;;;;;;;
95;Sample;0.4363;35:25.9;0.3511;;;;;;;;;;;;;;;;;;;;;;;
95;Max;0.4363;35:25.9;;;;;;;;;;;;;;;;;;;;;;;;
95;Min;0.2659;35:26.0;;;;;;;;;;;;;;;;;;;;;;;;
96;Sample;0.1909;35:26.1;0.1833875;;;;;;;;;;;;;;;;;;;;;;;
96;Max;0.1958;35:26.8;;;;;;;;;;;;;;;;;;;;;;;;
96;Min;0.1778;35:27.3;;;;;;;;;;;;;;;;;;;;;;;;
97;Sample;0.1823;35:30.6;0.186583333;;;;;;;;;;;;;;;;;;;;;;;
97;Min;0.1823;35:30.6;;;;;;;;;;;;;;;;;;;;;;;;
97;Max;0.202;35:31.1;;;;;;;;;;;;;;;;;;;;;;;;
98;Sample;0.183;35:31.2;0.183577551;;;;;;;;;;;;;;;;;;;;;;;
98;Min;0.1791;35:33.6;;;;;;;;;;;;;;;;;;;;;;;;
98;Max;0.192;35:34.9;;;;;;;;;;;;;;;;;;;;;;;;
99;Sample;0.6386;35:36.1;0.419;;;;;;;;;;;;;;;;;;;;;;;
99;Max;0.6386;35:36.1;;;;;;;;;;;;;;;;;;;;;;;;
99;Min;0.1994;35:36.2;;;;;;;;;;;;;;;;;;;;;;;;
100;Sample;0.1793;35:36.3;0.184815789;;;;;;;;;;;;;;;;;;;;;;;
100;Max;0.1918;35:36.8;;;;;;;;;;;;;;;;;;;;;;;;
100;Min;0.1785;35:37.4;;;;;;;;;;;;;;;;;;;;;;;;
